skin_color;age;sex;complement;death_type;city;neighborhood;date;hour
Parda;42.0;Masculino;Homicídio;BRANCA;Arapiraca;Sítio Pau d Arco;19/03/2018;16
NI;15.0;Masculino;Homicídio;PAF;Rio Largo;Tabuleiro do Pinto;19/03/2018;21
Parda;45.0;Masculino;Lesão Corporal Seguida de Morte;BRANCA;Major Isidoro;Zona Rural;19/03/2018;22
Parda;16.0;Masculino;Homicídio;PAF;Joaquim Gomes;Zona Rural;20/03/2018;15
Parda;22.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;20/03/2018;16
Parda;39.0;Masculino;Homicídio;PAF;Coruripe;Centro;20/03/2018;20
Parda;43.0;Masculino;Resistência com Resultado Morte;PAF;Arapiraca;Boa Vista;22/03/2018;05
Parda;29.0;Masculino;Resistência com Resultado Morte;PAF;Arapiraca;Cacimbas;22/03/2018;05
NI;51.0;Masculino;Homicídio;ESPANCAMENTO;Joaquim Gomes;Centro;22/03/2018;10
Branca;27.0;Masculino;Resistência com Resultado Morte;PAF;Craíbas;Zona Rural;22/03/2018;10
NI;NA;Masculino;Homicídio;ESPANCAMENTO;Maceió;Clima Bom;22/03/2018;17
Branca;14.0;Masculino;Homicídio;BRANCA;Olho d Água das Flores;Centro;23/03/2018;02
Parda;19.0;Masculino;Homicídio;PAF;Maceió;Poço;23/03/2018;18
Parda;29.0;Masculino;Homicídio;PAF;Maceió;Tabuleiro do Martins;23/03/2018;20
Parda;21.0;Masculino;Homicídio;PAF;Maceió;Clima Bom;24/03/2018;00
Parda;30.0;Masculino;Homicídio;PAF;Maceió;Jacintinho;24/03/2018;02
Branca;16.0;Masculino;Homicídio;PAF;São Miguel dos Campos;Centro;24/03/2018;03
Branca;29.0;Masculino;Homicídio;ESPANCAMENTO;Maceió;Benedito Bentes;24/03/2018;04
Branca;22.0;Masculino;Homicídio;BRANCA;Junqueiro;Zona Rural;24/03/2018;17
Parda;19.0;Masculino;Homicídio;PAF;Craíbas;Centro;24/03/2018;19
Parda;46.0;Masculino;Homicídio;PAF;Coruripe;Zona Rural;24/03/2018;21
Branca;25.0;Masculino;Homicídio;PAF;Delmiro Gouveia;Zona Rural;25/03/2018;03
Parda;21.0;Masculino;Homicídio;BRANCA;Maceió;Santos Dumont;25/03/2018;05
Parda;19.0;Masculino;Homicídio;PAF;Rio Largo;Mata do Rolo;25/03/2018;14
Parda;38.0;Masculino;Homicídio;ESPANCAMENTO;Delmiro Gouveia;Zona Rural;25/03/2018;22
Parda;21.0;Masculino;Homicídio;ESPANCAMENTO;São José da Laje;Centro;25/03/2018;23
Parda;NA;Masculino;Homicídio;BRANCA;Maceió;Centro;26/03/2018;01
Parda;23.0;Masculino;Homicídio;PAF;Maceió;Trapiche da Barra;26/03/2018;02
Branca;18.0;Masculino;Homicídio;NI;Marechal Deodoro;Zona Rural;26/03/2018;08
Parda;28.0;Masculino;Homicídio;PAF;Maceió;Tabuleiro do Martins;26/03/2018;12
Parda;45.0;Masculino;Homicídio;PAF;Girau do Ponciano;Centro;26/03/2018;18
Parda;45.0;Feminino;Homicídio;PAF;Girau do Ponciano;Centro;26/03/2018;18
Parda;21.0;Masculino;Homicídio;PAF;Rio Largo;Mata do Rolo;27/03/2018;14
Parda;18.0;Masculino;Homicídio;PAF;Messias;Zona Rural;27/03/2018;22
Parda;44.0;Masculino;Homicídio;BRANCA;Pariconha;Zona Rural;28/03/2018;11
Branca;30.0;Masculino;Homicídio;PAF;Maceió;Tabuleiro do Martins;28/03/2018;16
Parda;52.0;Masculino;Homicídio;PAF;Rio Largo;Centro;28/03/2018;19
Parda;32.0;Masculino;Homicídio;NI;Coité do Nóia;Zona Rural;28/03/2018;19
Parda;32.0;Masculino;Homicídio;ESPANCAMENTO;Maceió;Chã da Jaqueira;29/03/2018;03
Branca;40.0;Masculino;Homicídio;PAF;Barra de São Miguel;Zona Rural;29/03/2018;06
Parda;23.0;Masculino;Homicídio;PAF;Arapiraca;Cavaco;29/03/2018;17
Parda;56.0;Masculino;Homicídio;BRANCA;Piaçabuçu;Zona Rural;30/03/2018;10
Parda;26.0;Masculino;Homicídio;PAF;Maceió;Jacarecica;30/03/2018;17
Parda;60.0;Masculino;Homicídio;PAF;Arapiraca;Manoel Teles;30/03/2018;20
NI;23.0;Masculino;Homicídio;BRANCA;Maceió;Benedito Bentes;30/03/2018;23
Parda;38.0;Masculino;Homicídio;BRANCA;Maceió;Jacintinho;31/03/2018;00
Branca;25.0;Masculino;Homicídio;PAF/B;Maceió;Trapiche da Barra;31/03/2018;12
Parda;27.0;Masculino;Homicídio;PAF;Rio Largo;Centro;31/03/2018;14
Parda;17.0;Masculino;Homicídio;PAF;Rio Largo;Zona Rural;31/03/2018;17
Parda;38.0;Masculino;Homicídio;PAF;Coité do Nóia;Zona Rural;31/03/2018;18
Parda;22.0;Masculino;Homicídio;PAF;Arapiraca;Povoado Canaã;31/03/2018;20
Parda;15.0;Masculino;Homicídio;PAF;Barra de Santo Antônio;Zona Rural;31/03/2018;23
Branca;18.0;Masculino;Homicídio;PAF;Rio Largo;Utinga Leão;01/04/2018;12
Branca;NA;Masculino;Homicídio;NI;Maceió;Benedito Bentes;02/04/2018;04
Parda;20.0;Masculino;Homicídio;PAF;Coruripe;Zona Rural;02/04/2018;14
Parda;16.0;Masculino;Homicídio;PAF;Arapiraca;Olho d Água dos Cazuzinhos;02/04/2018;15
Parda;42.0;Masculino;Roubo com Resultado Morte;PAF;Arapiraca;Nova Esperança;02/04/2018;18
Parda;19.0;Masculino;Homicídio;PAF/B;Pilar;Chã do Pilar;02/04/2018;19
Parda;29.0;Masculino;Homicídio;PAF;São Sebastião;Centro;02/04/2018;21
Branca;27.0;Masculino;Homicídio;PAF;Palmeira dos Índios;Zona Rural;03/04/2018;08
Branca;50.0;Masculino;Homicídio;PAF;Maceió;Ponta Verde;03/04/2018;10
Parda;44.0;Masculino;Roubo com Resultado Morte;PAF/B;São Luís do Quitunde;Zona Rural;03/04/2018;14
Parda;36.0;Masculino;Homicídio;ESPANCAMENTO;Água Branca;Centro;03/04/2018;16
Parda;52.0;Masculino;Roubo com Resultado Morte;PAF;Lagoa da Canoa;Zona Rural;04/04/2018;05
Parda;38.0;Masculino;Homicídio;PAF;Rio Largo;Mata do Rolo;04/04/2018;10
Parda;22.0;Masculino;Homicídio;PAF;Maceió;Fernão Velho;04/04/2018;11
Parda;19.0;Masculino;Homicídio;PAF;Maceió;Clima Bom;04/04/2018;13
Branca;32.0;Feminino;Homicídio;PAF;Pilar;Chã do Pilar;04/04/2018;17
Parda;56.0;Masculino;Homicídio;PAF;Maceió;Farol;05/04/2018;06
Branca;32.0;Masculino;Homicídio;PAF;Coruripe;Centro;05/04/2018;07
Parda;19.0;Masculino;Homicídio;PAF;Maceió;Jacintinho;05/04/2018;11
Parda;33.0;Feminino;Feminicídio;PAF;Maceió;Benedito Bentes;05/04/2018;11
Parda;31.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Fernão Velho;05/04/2018;12
Parda;19.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Fernão Velho;05/04/2018;12
NI;NA;Masculino;Homicídio;ASFIXIA MECÂNICA;Penedo;Zona Rural;06/04/2018;08
Parda;30.0;Masculino;Homicídio;PAF;Maceió;Ponta da Terra;06/04/2018;15
Parda;48.0;Masculino;Homicídio;ESPANCAMENTO;Maceió;São Jorge;06/04/2018;21
Parda;29.0;Feminino;Homicídio;PAF;Maceió;Jacintinho;07/04/2018;18
Parda;23.0;Masculino;Homicídio;PAF;Arapiraca;Primavera;07/04/2018;20
Parda;47.0;Masculino;Homicídio;PAF;Arapiraca;Olho d Água dos Cazuzinhos;07/04/2018;20
Branca;18.0;Masculino;Homicídio;PAF;Pilar;Zona Rural;07/04/2018;21
Parda;40.0;Masculino;Homicídio;PAF;Arapiraca;Itapoã;08/04/2018;00
Parda;40.0;Masculino;Homicídio;PAF;Minador do Negrão;Zona Rural;08/04/2018;07
Parda;36.0;Feminino;Feminicídio;PAF;Girau do Ponciano;Zona Rural;08/04/2018;14
Preta;18.0;Masculino;Homicídio;PAF/B;Maceió;Petrópolis;08/04/2018;18
Preta;28.0;Masculino;Homicídio;PAF;Coruripe;Centro;08/04/2018;20
Parda;16.0;Masculino;Homicídio;PAF;Maceió;Trapiche da Barra;08/04/2018;22
NI;18.0;Masculino;Homicídio;PAF;Maceió;Trapiche da Barra;08/04/2018;22
Parda;44.0;Masculino;Homicídio;BRANCA;São Luís do Quitunde;Zona Rural;08/04/2018;22
Parda;15.0;Masculino;Homicídio;PAF;Arapiraca;Primavera;09/04/2018;18
Parda;17.0;Masculino;Homicídio;PAF;Maceió;Clima Bom;10/04/2018;08
Branca;79.0;Masculino;Homicídio;BRANCA;Arapiraca;Planalto;10/04/2018;12
NI;37.0;Masculino;Homicídio;PAF;Rio Largo;Mata do Rolo;10/04/2018;12
Parda;18.0;Masculino;Homicídio;BRANCA;Branquinha;Centro;10/04/2018;18
Parda;18.0;Masculino;Resistência com Resultado Morte;PAF;Rio Largo;Mata do Rolo;10/04/2018;21
Parda;16.0;Masculino;Homicídio;BRANCA;Maceió;Benedito Bentes;11/04/2018;18
Parda;48.0;Masculino;Homicídio;NI;Igreja Nova;Zona Rural;11/04/2018;18
NI;19.0;Masculino;Homicídio;BRANCA;Porto Calvo;Centro;12/04/2018;04
Branca;38.0;Feminino;Homicídio;PAF;Arapiraca;Manoel Teles;12/04/2018;07
Branca;27.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;12/04/2018;10
Branca;21.0;Masculino;Homicídio;ASFIXIA MECÂNICA;Maceió;Cidade Universitária;12/04/2018;16
Parda;31.0;Masculino;Homicídio;PAF;Satuba;Centro;12/04/2018;19
Parda;47.0;Masculino;Homicídio;PAF;Belém;Zona Rural;13/04/2018;10
Branca;21.0;Masculino;Homicídio;PAF;Arapiraca;Povoado Baixa da Onça;13/04/2018;16
Preta;25.0;Masculino;Homicídio;PAF;Barra de São Miguel;Centro;13/04/2018;17
Parda;20.0;Masculino;Homicídio;PAF;Santa Luzia do Norte;Zona Rural;13/04/2018;20
Parda;24.0;Masculino;Resistência com Resultado Morte;PAF;Água Branca;Centro;14/04/2018;03
Parda;27.0;Masculino;Resistência com Resultado Morte;PAF;Água Branca;Centro;14/04/2018;04
Preta;24.0;Masculino;Homicídio;PAF;Maceió;Guaxuma;14/04/2018;06
Parda;53.0;Masculino;Homicídio;BRANCA;Maceió;Cidade Universitária;14/04/2018;06
Branca;19.0;Masculino;Homicídio;PAF;Porto Real do Colégio;Zona Rural;14/04/2018;07
NI;19.0;Masculino;Homicídio;PAF;Maceió;Vergel do Lago;14/04/2018;12
Parda;24.0;Masculino;Homicídio;PAF;Paripueira;Centro;14/04/2018;16
Parda;43.0;Masculino;Homicídio;PAF;Poço das Trincheiras;Zona Rural;14/04/2018;17
Parda;21.0;Masculino;Homicídio;PAF;Arapiraca;Cacimbas;14/04/2018;19
Branca;32.0;Masculino;Homicídio;PAF;Coité do Nóia;Zona Rural;14/04/2018;19
Parda;32.0;Masculino;Homicídio;PAF;Paripueira;Centro;14/04/2018;19
Parda;22.0;Masculino;Homicídio;PAF;Paripueira;Centro;14/04/2018;19
Branca;37.0;Masculino;Homicídio;PAF;Arapiraca;Canafístula;14/04/2018;20
NI;33.0;Masculino;Homicídio;PAF;Maceió;Poço;14/04/2018;21
Parda;23.0;Masculino;Homicídio;PAF;Murici;Centro;14/04/2018;21
Preta;18.0;Masculino;Homicídio;PAF;Japaratinga;Zona Rural;14/04/2018;21
Parda;22.0;Masculino;Homicídio;PAF;Passo de Camaragibe;Centro;14/04/2018;21
NI;19.0;Masculino;Homicídio;PAF;Maceió;Petrópolis;15/04/2018;01
Parda;32.0;Masculino;Homicídio;PAF;Delmiro Gouveia;Zona Rural;15/04/2018;21
Parda;32.0;Masculino;Homicídio;ESPANCAMENTO;Arapiraca;Senador Nilo Coelho;17/04/2018;00
Parda;28.0;Masculino;Homicídio;PAF;Limoeiro de Anadia;Zona Rural;17/04/2018;03
Branca;38.0;Masculino;Homicídio;PAF;Craíbas;Zona Rural;17/04/2018;10
Parda;40.0;Masculino;Homicídio;PAF;Maceió;Trapiche da Barra;17/04/2018;11
Amarela;17.0;Masculino;Homicídio;BRANCA;Arapiraca;Manoel Teles;17/04/2018;20
Parda;39.0;Masculino;Homicídio;PAF;Rio Largo;Mata do Rolo;17/04/2018;21
Parda;23.0;Masculino;Resistência com Resultado Morte;PAF;Messias;Centro;18/04/2018;05
Parda;48.0;Masculino;Homicídio;PAF;Murici;Centro;18/04/2018;09
Parda;20.0;Masculino;Homicídio;PAF;Murici;Centro;18/04/2018;09
Parda;28.0;Masculino;Homicídio;PAF;Pilar;Zona Rural;18/04/2018;16
Branca;22.0;Masculino;Homicídio;PAF;Palmeira dos Índios;Sonho Verde;19/04/2018;09
Parda;23.0;Masculino;Homicídio;PAF/B;Maceió;Jacintinho;19/04/2018;17
NI;NA;Masculino;Homicídio;PAF;Maceió;Clima Bom;20/04/2018;07
Parda;55.0;Masculino;Homicídio;PAF;Limoeiro de Anadia;Zona Rural;20/04/2018;07
Parda;22.0;Masculino;Homicídio;PAF/B;Maceió;Feitosa;20/04/2018;07
Parda;27.0;Masculino;Homicídio;PAF;Piaçabuçu;Zona Rural;20/04/2018;15
Parda;30.0;Masculino;Homicídio;BRANCA;Maceió;Centro;20/04/2018;15
NI;20.0;Masculino;Homicídio;PAF;Messias;Centro;20/04/2018;15
Parda;26.0;Masculino;Homicídio;LINCHAMENTO;Maceió;Cidade Universitária;20/04/2018;16
Parda;37.0;Masculino;Homicídio;PAF;Maceió;Clima Bom;20/04/2018;19
NI;21.0;Masculino;Homicídio;PAF;Maceió;Clima Bom;20/04/2018;20
Parda;24.0;Masculino;Homicídio;PAF/B;Arapiraca;Alto do Cruzeiro;20/04/2018;23
Branca;52.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;21/04/2018;07
Parda;23.0;Masculino;Homicídio;PAF;Maceió;Tabuleiro do Martins;21/04/2018;12
Branca;27.0;Masculino;Homicídio;BRANCA;Igreja Nova;Centro;21/04/2018;21
Parda;19.0;Masculino;Homicídio;PAF;Piranhas;Centro;21/04/2018;21
Branca;47.0;Masculino;Homicídio;ESPANCAMENTO;Maceió;Tabuleiro do Martins;22/04/2018;03
Parda;23.0;Masculino;Homicídio;PAF;Campo Alegre;Centro;22/04/2018;14
Parda;20.0;Masculino;Homicídio;PAF;Pilar;Chã do Pilar;22/04/2018;17
Parda;53.0;Masculino;Homicídio;BRANCA;Maceió;Tabuleiro do Martins;22/04/2018;21
Parda;32.0;Masculino;Homicídio;BRANCA;Maceió;Pajuçara;23/04/2018;04
Parda;44.0;Masculino;Homicídio;ESPANCAMENTO;Arapiraca;Zélia Barbosa Rocha;23/04/2018;06
Parda;30.0;Masculino;Homicídio;PAF;Barra de São Miguel;Centro;23/04/2018;09
Parda;39.0;Masculino;Homicídio;PAF;Pilar;Chã do Pilar;23/04/2018;10
Parda;19.0;Masculino;Homicídio;PAF;Coruripe;Centro;23/04/2018;12
Parda;18.0;Masculino;Homicídio;PAF/B;Murici;Zona Rural;23/04/2018;18
Branca;24.0;Masculino;Homicídio;PAF;Olho d Água das Flores;Centro;23/04/2018;19
Parda;18.0;Masculino;Homicídio;PAF;Maceió;Trapiche da Barra;23/04/2018;22
Parda;17.0;Masculino;Homicídio;BRANCA;Maceió;Bebedouro;24/04/2018;09
Parda;29.0;Masculino;Homicídio;PAF;Coruripe;Zona Rural;24/04/2018;09
Parda;45.0;Masculino;Homicídio;PAF;Dois Riachos;Centro;24/04/2018;09
Parda;32.0;Masculino;Homicídio;PAF;Coruripe;Pindorama;24/04/2018;10
Parda;23.0;Masculino;Homicídio;PAF;Lagoa da Canoa;Zona Rural;24/04/2018;12
NI;NA;Masculino;Homicídio;PAF;Maceió;Poço;24/04/2018;21
Parda;20.0;Masculino;Homicídio;BRANCA;Maceió;Pontal da Barra;25/04/2018;13
Parda;32.0;Masculino;Homicídio;PAF;Palmeira dos Índios;Paraíso;25/04/2018;16
Parda;23.0;Masculino;Homicídio;PAF;Arapiraca;Capiatã;26/04/2018;07
Branca;31.0;Masculino;Homicídio;PAF;Palmeira dos Índios;Palmeira de Fora;26/04/2018;10
Parda;29.0;Masculino;Homicídio;PAF;Maceió;Serraria;26/04/2018;11
Parda;35.0;Masculino;Homicídio;PAF;Maceió;Pajuçara;27/04/2018;04
Parda;18.0;Feminino;Homicídio;BRANCA;Maceió;Gruta de Lourdes;27/04/2018;07
Parda;52.0;Masculino;Homicídio;BRANCA;Campo Alegre;Centro;27/04/2018;07
Parda;20.0;Masculino;Homicídio;PAF;Maceió;Pontal da Barra;27/04/2018;13
Branca;76.0;Masculino;Homicídio;PAF;Maceió;Santos Dumont;27/04/2018;13
NI;16.0;Masculino;Homicídio;PAF;Pilar;Chã do Pilar;27/04/2018;16
Parda;35.0;Masculino;Homicídio;PAF;Paulo Jacinto;Centro;27/04/2018;19
Parda;43.0;Masculino;Homicídio;PAF;Anadia;Centro;27/04/2018;20
Parda;20.0;Masculino;Homicídio;PAF;Feira Grande;Zona Rural;27/04/2018;21
Parda;NA;Masculino;Homicídio;PAF;São Miguel dos Milagres;Zona Rural;28/04/2018;06
Parda;24.0;Masculino;Homicídio;PAF;Arapiraca;Sítio Bálsamo;28/04/2018;14
NI;NA;Masculino;Homicídio;NI;Satuba;Zona Rural;28/04/2018;16
Parda;24.0;Masculino;Resistência com Resultado Morte;PAF;Arapiraca;Olho d Água dos Cazuzinhos;28/04/2018;18
Parda;19.0;Masculino;Resistência com Resultado Morte;PAF;Arapiraca;Olho d Água dos Cazuzinhos;28/04/2018;18
Parda;21.0;Masculino;Homicídio;PAF;Rio Largo;Mata do Rolo;28/04/2018;19
Parda;26.0;Masculino;Homicídio;BRANCA;Estrela de Alagoas;Zona Rural;29/04/2018;01
Parda;16.0;Masculino;Homicídio;PAF;Arapiraca;Canafístula;29/04/2018;03
Parda;22.0;Masculino;Homicídio;PAF;Maceió;Chã da Jaqueira;29/04/2018;04
Parda;20.0;Masculino;Homicídio;PAF;Maceió;Chã da Jaqueira;29/04/2018;04
Branca;20.0;Masculino;Homicídio;ESPANCAMENTO;Arapiraca;Senador Arnon de Melo;29/04/2018;06
Parda;19.0;Masculino;Homicídio;PAF;Marechal Deodoro;Zona Rural;29/04/2018;06
Branca;74.0;Masculino;Homicídio;ASFIXIA MECÂNICA;Maceió;Jacintinho;29/04/2018;13
Preta;44.0;Masculino;Homicídio;PAF;Palmeira dos Índios;Zona Rural;29/04/2018;22
Parda;20.0;Masculino;Homicídio;PAF;Maceió;Pinheiro;30/04/2018;01
Parda;17.0;Masculino;Homicídio;NI;Maravilha;Zona Rural;30/04/2018;08
Parda;27.0;Feminino;Homicídio;PAF;Traipu;Zona Rural;30/04/2018;17
Parda;33.0;Feminino;Homicídio;PAF;Atalaia;Zona Rural;30/04/2018;21
Parda;19.0;Masculino;Homicídio;PAF;Porto Real do Colégio;Zona Rural;01/05/2018;00
Parda;20.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Levada;01/05/2018;11
Parda;51.0;Masculino;Homicídio;PAF;Rio Largo;Centro;01/05/2018;11
Amarela;54.0;Masculino;Homicídio;PAF;Coruripe;Centro;01/05/2018;14
Parda;27.0;Masculino;Homicídio;PAF;Traipu;Zona Rural;01/05/2018;21
Parda;31.0;Masculino;Homicídio;BRANCA;União dos Palmares;Centro;02/05/2018;02
Parda;18.0;Masculino;Homicídio;PAF/B;Roteiro;Zona Rural;02/05/2018;10
Branca;25.0;Masculino;Homicídio;PAF;Arapiraca;Brasília;02/05/2018;19
Parda;33.0;Masculino;Resistência com Resultado Morte;PAF;Maragogi;Zona Rural;03/05/2018;06
Branca;25.0;Masculino;Homicídio;BRANCA;Boca da Mata;Centro;03/05/2018;19
Parda;16.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;03/05/2018;21
Parda;36.0;Feminino;Homicídio;PAF;Maceió;Benedito Bentes;03/05/2018;21
Parda;17.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;04/05/2018;08
Parda;39.0;Masculino;Homicídio;PAF;Colônia Leopoldina;Zona Rural;04/05/2018;12
Parda;17.0;Masculino;Homicídio;PAF;Colônia Leopoldina;Zona Rural;04/05/2018;12
Parda;19.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Cidade Universitária;04/05/2018;19
Parda;34.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;04/05/2018;20
Parda;26.0;Masculino;Homicídio;PAF;Maceió;Mutange;04/05/2018;22
Parda;17.0;Masculino;Homicídio;PAF;Arapiraca;Manoel Teles;05/05/2018;06
Parda;21.0;Masculino;Homicídio;PAF;Maceió;Jatiúca;05/05/2018;10
Parda;29.0;Masculino;Homicídio;NI;Jacaré dos Homens;Zona Rural;05/05/2018;19
Parda;17.0;Masculino;Homicídio;PAF;São Sebastião;Zona Rural;05/05/2018;22
Parda;40.0;Masculino;Homicídio;BRANCA;Maceió;Jacarecica;05/05/2018;22
Parda;19.0;Masculino;Homicídio;NI;Murici;Centro;06/05/2018;00
Branca;45.0;Masculino;Homicídio;BRANCA;Barra de São Miguel;Centro;06/05/2018;02
Parda;33.0;Masculino;Homicídio;PAF;Colônia Leopoldina;Centro;06/05/2018;02
Preta;23.0;Masculino;Homicídio;PAF;Maceió;Vergel do Lago;06/05/2018;05
Parda;43.0;Feminino;Homicídio;BRANCA;União dos Palmares;Nova Esperança;06/05/2018;08
Parda;18.0;Masculino;Homicídio;PAF;Maceió;Tabuleiro do Martins;06/05/2018;16
Parda;47.0;Masculino;Homicídio;BRANCA;Mata Grande;Zona Rural;06/05/2018;17
Parda;27.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;06/05/2018;20
Parda;38.0;Feminino;Homicídio;BRANCA;Colônia Leopoldina;Centro;07/05/2018;14
Parda;26.0;Masculino;Homicídio;PAF;Arapiraca;Sítio Cangandu;07/05/2018;23
NI;34.0;Masculino;Resistência com Resultado Morte;PAF;Marechal Deodoro;Zona Rural;08/05/2018;13
Parda;17.0;Masculino;Homicídio;BRANCA;Maceió;Benedito Bentes;08/05/2018;21
Branca;27.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;09/05/2018;05
Parda;17.0;Masculino;Homicídio;PAF/B;Boca da Mata;Zona Rural;10/05/2018;00
Parda;17.0;Masculino;Homicídio;BRANCA;Joaquim Gomes;Zona Rural;10/05/2018;20
Parda;40.0;Masculino;Homicídio;PAF;Maceió;Pontal da Barra;11/05/2018;09
Parda;23.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Bebedouro;11/05/2018;15
Parda;25.0;Masculino;Homicídio;PAF;Penedo;Zona Rural;11/05/2018;21
Parda;34.0;Masculino;Homicídio;PAF;Maceió;Jacintinho;11/05/2018;22
NI;35.0;Masculino;Homicídio;PAF;Jaramataia;Zona Rural;12/05/2018;02
Parda;22.0;Masculino;Homicídio;BRANCA;Flexeiras;Centro;12/05/2018;03
Parda;31.0;Masculino;Homicídio;PAF/B;Craíbas;Zona Rural;12/05/2018;10
Parda;17.0;Masculino;Homicídio;PAF;Coruripe;Zona Rural;12/05/2018;15
Parda;18.0;Masculino;Homicídio;PAF;Coruripe;Zona Rural;12/05/2018;15
Parda;20.0;Masculino;Homicídio;PAF;Coruripe;Zona Rural;12/05/2018;15
Parda;16.0;Masculino;Homicídio;PAF;Coruripe;Zona Rural;12/05/2018;15
Parda;19.0;Masculino;Roubo com Resultado Morte;PAF;Ibateguara;Zona Rural;12/05/2018;17
Parda;17.0;Masculino;Homicídio;PAF;Murici;Centro;12/05/2018;23
Parda;16.0;Masculino;Homicídio;PAF;Rio Largo;Mata do Rolo;13/05/2018;01
Parda;14.0;Masculino;Homicídio;PAF;Rio Largo;Mata do Rolo;13/05/2018;01
Parda;14.0;Masculino;Homicídio;PAF;Rio Largo;Mata do Rolo;13/05/2018;01
NI;42.0;Masculino;Homicídio;PAF;Rio Largo;Mata do Rolo;13/05/2018;06
Parda;57.0;Masculino;Homicídio;BRANCA;Maceió;Garça Torta;13/05/2018;17
Parda;19.0;Masculino;Homicídio;PAF;Atalaia;Centro;13/05/2018;20
Parda;52.0;Masculino;Homicídio;BRANCA;São José da Tapera;Zona Rural;13/05/2018;21
Parda;31.0;Masculino;Homicídio;PAF;Coruripe;Centro;13/05/2018;22
Parda;35.0;Masculino;Homicídio;BRANCA;Rio Largo;Zona Rural;14/05/2018;15
Parda;17.0;Masculino;Homicídio;PAF/B;Marechal Deodoro;Zona Rural;14/05/2018;16
Branca;49.0;Masculino;Homicídio;BRANCA;Maceió;Tabuleiro do Martins;14/05/2018;17
Branca;29.0;Masculino;Homicídio;PAF;Arapiraca;Primavera;14/05/2018;19
Parda;17.0;Masculino;Homicídio;PAF;Lagoa da Canoa;Centro;14/05/2018;20
Parda;14.0;Masculino;Homicídio;PAF;Matriz de Camaragibe;Centro;15/05/2018;16
Parda;20.0;Masculino;Homicídio;PAF/B;Maceió;Vergel do Lago;15/05/2018;22
Branca;20.0;Masculino;Homicídio;PAF;Arapiraca;Canafístula;16/05/2018;13
Amarela;16.0;Masculino;Homicídio;PAF;Maceió;Vergel do Lago;16/05/2018;18
Parda;23.0;Masculino;Homicídio;PAF;Carneiros;Centro;16/05/2018;21
Parda;24.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;18/05/2018;12
Parda;17.0;Masculino;Homicídio;PAF;Pilar;Chã do Pilar;18/05/2018;14
Branca;29.0;Masculino;Homicídio;PAF;São José da Laje;Centro;18/05/2018;17
Parda;18.0;Masculino;Homicídio;BRANCA;Maceió;Chã da Jaqueira;18/05/2018;22
Parda;32.0;Masculino;Homicídio;PAF;Viçosa;Zona Rural;19/05/2018;00
Parda;72.0;Masculino;Homicídio;ASFIXIA MECÂNICA;Maceió;Santos Dumont;19/05/2018;06
Parda;24.0;Masculino;Homicídio;BRANCA;Maceió;Cidade Universitária;19/05/2018;16
Preta;32.0;Masculino;Homicídio;PAF;Maceió;Cruz das Almas;19/05/2018;22
Amarela;51.0;Masculino;Homicídio;PAF;Penedo;Senhor do Bomfim;20/05/2018;20
Parda;18.0;Masculino;Homicídio;BRANCA;Atalaia;Zona Rural;20/05/2018;21
Branca;24.0;Masculino;Homicídio;BRANCA;Girau do Ponciano;Zona Rural;21/05/2018;07
Parda;19.0;Masculino;Homicídio;BRANCA;Girau do Ponciano;Zona Rural;21/05/2018;07
Parda;38.0;Masculino;Homicídio;PAF;Olho d Água das Flores;Zona Rural;21/05/2018;07
Parda;NA;Masculino;Homicídio;PAF/B;Jequiá da Praia;Zona Rural;21/05/2018;16
Parda;17.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Tabuleiro do Martins;21/05/2018;18
Parda;20.0;Masculino;Homicídio;PAF/B;Maragogi;Zona Rural;21/05/2018;23
Branca;39.0;Masculino;Homicídio;PAF;São Miguel dos Campos;Centro;22/05/2018;04
Parda;16.0;Masculino;Homicídio;BRANCA;Inhapi;Zona Rural;22/05/2018;07
NI;57.0;Masculino;Homicídio;BRANCA;Maceió;Trapiche da Barra;22/05/2018;16
Branca;20.0;Masculino;Homicídio;PAF;Arapiraca;Primavera;22/05/2018;19
Parda;23.0;Masculino;Homicídio;PAF;Maceió;Clima Bom;23/05/2018;16
Parda;18.0;Masculino;Resistência com Resultado Morte;PAF;São Miguel dos Campos;Zona Rural;24/05/2018;05
Parda;22.0;Masculino;Homicídio;PAF;Maceió;Vergel do Lago;24/05/2018;12
NI;19.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Benedito Bentes;24/05/2018;20
